main_address,rental_type
55 PIMA CT,Standard Rental
88 PIMA CT,Standard Rental
84 PIMA CT,Standard Rental
4825 THUNDERBIRD CR,Owner Fee Exempt
4990 OSAGE DR,Owner Fee Exempt
4927 THUNDERBIRD CR,Owner Fee Exempt
4917 THUNDERBIRD DR,Owner Fee Exempt
82 QUALLA DR,Standard Rental
63 PIMA CT,Standard Rental
4955 MOORHEAD AV A,Standard Rental
4955 MOORHEAD AV B,Standard Rental
4955 MOORHEAD AV C,Standard Rental
4955 MOORHEAD AV D,Standard Rental
4955 MOORHEAD AV 4,Standard Rental
4955 MOORHEAD AV 5,Standard Rental
4955 MOORHEAD AV 6,Standard Rental
4955 MOORHEAD AV 7,Standard Rental
4955 MOORHEAD AV 2,Standard Rental
4955 MOORHEAD AV 3,Standard Rental
4955 MOORHEAD AV 8,Standard Rental
4955 MOORHEAD AV 1,Standard Rental
4955 MOORHEAD AV 13,Standard Rental
4955 MOORHEAD AV 15,Standard Rental
4955 MOORHEAD AV 12,Standard Rental
4955 MOORHEAD AV 17,Standard Rental
4955 MOORHEAD AVE 18,Standard Rental
4955 MOORHEAD AV 10,Standard Rental
4800 OSAGE DR 2A,Standard Rental
4800 OSAGE DR  4A,Standard Rental
4800 OSAGE DR 7A,Standard Rental
4800 OSAGE DR 8A,Standard Rental
4800 OSAGE DR 9A,Standard Rental
4800 OSAGE DR 10A,Standard Rental
4800 OSAGE DR 11A,Standard Rental
4800 OSAGE DR 12B,Standard Rental
4800 OSAGE DR 14B,Standard Rental
4800 OSAGE DR 17B,Standard Rental
4800 OSAGE DR  19B,Standard Rental
4800 OSAGE DR 22B,Standard Rental
4800 OSAGE DR 27C,Standard Rental
4800 OSAGE DR 35C,Standard Rental
5325 KEWANEE DR,Standard Rental
240 CIMMARON WY,Standard Rental
120 MANHATTAN DR,Standard Rental
40 MANHATTAN DR,Standard Rental
30 MANHATTAN DR,Standard Rental
20 MANHATTAN DR,Standard Rental
200 MANHATTAN DR,Standard Rental
160 IROQUOIS DR,Standard Rental
170 IROQUOIS DR,Short Term Rental
245 MANHATTAN DR,Short Term Rental
205 MANHATTAN DR,Standard Rental
175 IROQUOIS DR,Standard Rental
115 IROQUOIS DR,Standard Rental
212 SEMINOLE DR,Standard Rental
218 SEMINOLE DR,Standard Rental
260 SEMINOLE DR,Standard Rental
160 CHEROKEE  WAY,Short Term Rental
195 SEMINOLE DR,Standard Rental
155 SHOSHONE CT,Standard Rental
5135 ILLINI WY,Accessory Dwelling Unit
110 CHEROKEE WY,Standard Rental
130 CHEROKEE WAY,Standard Rental
275 SEMINOLE DR,Standard Rental
255 SEMINOLE DR,Standard Rental
245 SEMINOLE DR,Standard Rental
235 SEMINOLE DR,Standard Rental
227 SEMINOLE DR,Standard Rental
223 SEMINOLE DR,Standard Rental
165 CHEROKEE WY,Standard Rental
135 CHEROKEE WAY,Owner Occupied ADU & Short Term Dwelling Unit
5430 ILLINI WY,Standard Rental
54 ONTARIO CT,Standard Rental
68 ONTARIO CT,Standard Rental
63 GENESEE CT,Standard Rental
53 GENESEE CT,Standard Rental
57 GENESEE CT,Standard Rental
66 GENESEE CT,Standard Rental
72 GENESEE CT,Standard Rental
103 GENESEE CT,Standard Rental
107 GENESEE CT,Standard Rental
122 GENESEE CT,Standard Rental
112 GENESEE CT,Standard Rental
105 HURON CT,Standard Rental
119 HURON CT,Standard Rental
118 HURON CT,Standard Rental
88 HURON CT,Standard Rental
78 HURON CT,Standard Rental
65 HURON CT,Standard Rental
79 HURON CT,Standard Rental
85 HURON CT,Standard Rental
33 SOUTH BOULDER CIR 116,Standard Rental
33 SOUTH BOULDER CR 118,Standard Rental
33 SOUTH BOULDER CR 119,Standard Rental
33 SOUTH BOULDER CIR 213,Standard Rental
33 SOUTH BOULDER CR 214,Standard Rental
33 SOUTH BOULDER CIR 218,Standard Rental
33 SOUTH BOULDER CIR 219,Standard Rental
33 SOUTH BOULDER CIR 220,Standard Rental
33 SOUTH BOULDER CIR 313,Standard Rental
33 SOUTH BOULDER CIR 316,Standard Rental
33 SOUTH BOULDER CR 320,Standard Rental
33 SOUTH BOULDER CIR 105,Standard Rental
33 SOUTH BOULDER CR 106,Standard Rental
33 SOUTH BOULDER CIR 108,Standard Rental
33 SOUTH BOULDER CR 111,Standard Rental
33 SOUTH BOULDER CR 112,Standard Rental
33 SOUTH BOULDER CR 205,Standard Rental
33 SOUTH BOULDER CR 207,Standard Rental
33 SOUTH BOULDER CR 208,Standard Rental
33 SOUTH BOULDER CR 209,Standard Rental
33 SOUTH BOULDER CIR 305,Standard Rental
33 SOUTH BOULDER CR 309,Standard Rental
33 SOUTH BOULDER CIR 101,Standard Rental
33 SOUTH BOULDER CR 121,Standard Rental
33 SOUTH BOULDER CR 122,Standard Rental
33 SOUTH BOULDER CIR 221,Standard Rental
33 SOUTH BOULDER CIR 222,Standard Rental
33 SOUTH BOULDER CIR 301,Standard Rental
33 SOUTH BOULDER CR 303,Standard Rental
33 SOUTH BOULDER CR 304,Standard Rental
33 SOUTH BOULDER CR 321,Standard Rental
20 S BOULDER CR 2101,Standard Rental
20 SOUTH BOULDER CIR 2201,Standard Rental
20 SOUTH BOULDER CIR 2301,Standard Rental
20 SOUTH BOULDER CR 2102,Standard Rental
20 SOUTH BOULDER CR 2202,Standard Rental
20 SOUTH BOULDER CIR 2103,Standard Rental
20 SOUTH BOULDER CI 2203,Standard Rental
20 SOUTH BOULDER CR 2303,Standard Rental
20 SOUTH BOULDER CR 2204,Standard Rental
20 SOUTH BOULDER CIR 2304,Standard Rental
20 SOUTH BOULDER CR 2205,Standard Rental
20 SOUTH BOULDER CR 2305,Standard Rental
20 S BOULDER CR 2206,Standard Rental
20 SOUTH BOULDER CR 2307,Standard Rental
20 SOUTH BOULDER CR 2108,Standard Rental
20 SOUTH BOULDER CR 2308,Standard Rental
20 SOUTH BOULDER CIR 2109,Standard Rental
20 SOUTH BOULDER CIR 2309,Standard Rental
20 SOUTH BOULDER CIR 2210,Standard Rental
20 SOUTH BOULDER CIR 2310,Standard Rental
20 SOUTH BOULDER CIR 2111,Standard Rental
20 SOUTH BOULDER CR 2212,Standard Rental
20 SOUTH BOULDER CIR 2312,Standard Rental
20 SOUTH BOULDER CR 2313,Standard Rental
20 SOUTH BOULDER CIR 2114,Standard Rental
30 SOUTH BOULDER CR 3021,Standard Rental
30 SOUTH BOULDER CR 3031,Standard Rental
30 SOUTH BOULDER CR 3032,Standard Rental
30 SOUTH BOULDER CR 3013,Standard Rental
30 SOUTH BOULDER CR 3024,Standard Rental
30 SOUTH BOULDER CR 3034,Standard Rental
30 SOUTH BOULDER CR 3035,Standard Rental
30 SOUTH BOULDER CR 3016,Owner Occupied
30 SOUTH BOULDER CR 3036,Standard Rental
30 SOUTH BOULDER CR 3017,Standard Rental
30 SOUTH BOULDER CIR 3027,Standard Rental
30 SOUTH BOULDER CR 3037,Standard Rental
30 SOUTH BOULDER CR 3018,Standard Rental
30 SOUTH BOULDER CR 3028,Standard Rental
30 SOUTH BOULDER CR 3038,Standard Rental
40 SOUTH BOULDER CR 4031,Standard Rental
40 SOUTH BOULDER CR 4023,Standard Rental
40 SOUTH BOULDER CIR 4034,Standard Rental
40 SOUTH BOULDER CR 4015,Standard Rental
40 SOUTH BOULDER CIR 4035,Standard Rental
40 SOUTH BOULDER CR 4016,Standard Rental
40 SOUTH BOULDER CR 4026,Standard Rental
40 SOUTH BOULDER CR 4036,Standard Rental
40 SOUTH BOULDER CIR 4018,Standard Rental
40 SOUTH BOULDER CR 4028,Standard Rental
50 SOUTH BOULDER CR 5012,Standard Rental
50 S BOULDER CIR 5022,Standard Rental
50 SOUTH BOULDER CR 5032,Standard Rental
50 SOUTH BOULDER CR 5013,Standard Rental
50 SOUTH BOULDER CIR 5023,Standard Rental
50 SOUTH BOULDER CR 5014,Standard Rental
50 SOUTH BOULDER CR 5024,Standard Rental
50 SOUTH BOULDER CIR 5034,Standard Rental
50 SOUTH BOULDER CIR 5015,Standard Rental
50 SOUTH BOULDER CR 5036,Standard Rental
50 SOUTH BOULDER CR 5017,Standard Rental
50 SOUTH BOULDER CR 5018,Standard Rental
60 SOUTH BOULDER CR 6011,Standard Rental
60 SOUTH BOULDER CR 6031,Standard Rental
60 SOUTH BOULDER CR 6012,Standard Rental
60 SOUTH BOULDER CIR 6022,Standard Rental
60 SOUTH BOULDER CR 6013,Standard Rental
60 SOUTH BOULDER CR 6023,Standard Rental
60 SOUTH BOULDER CR 6033,Standard Rental
60 SOUTH BOULDER CR 6024,Standard Rental
60 SOUTH BOULDER CR 6017,Standard Rental
60 SOUTH BOULDER CIR 6018,Standard Rental
60 SOUTH BOULDER CIR 6038,Standard Rental
70 SOUTH BOULDER CR 7011,Standard Rental
70 SOUTH BOULDER CR 7031,Standard Rental
70 SOUTH BOULDER CR 7012,Standard Rental
70 SOUTH BOULDER CR 7022,Standard Rental
70 SOUTH BOULDER CR 7032,Standard Rental
70 SOUTH BOULDER CIR 7013,Standard Rental
70 SOUTH BOULDER CR 7023,Standard Rental
70 S BOULDER CR 7033,Standard Rental
70 S BOULDER CR,Standard Rental
3890 BASELINE RD,Standard Rental
635 MEADOWBROOK DR,Standard Rental
490 ERIE DR,Standard Rental
4040 PINON DR,Accessory Dwelling Unit
395 INCA PY,Standard Rental
295 INCA PY,Short Term Rental
240 FOX DR,Standard Rental
330 FOX DR,Standard Rental
3905 APACHE CT E,Standard Rental
3901 APACHE CT,Standard Rental
3865 W APACHE CT,Standard Rental
3821 W APACHE CT,Standard Rental
3815 W APACHE CT,Standard Rental
3805 W APACHE CT,Standard Rental
3801 W APACHE CT,Short Term Rental
3995 E APACHE CT,Standard Rental
3985 E APACHE CT,Standard Rental
3965 E APACHE CT,Standard Rental
3525 MOORHEAD AVE,Standard Rental
3605 MOORHEAD AV,Standard Rental
3625 MOORHEAD AV,Standard Rental
3665 MOORHEAD AVE,Standard Rental
3675 MOORHEAD AV,Standard Rental
3685 MOORHEAD AV,Standard Rental
3705 MOORHEAD AVE,Standard Rental
3715 MOORHEAD AV,Standard Rental
10 S 35TH ST,Standard Rental
45 S 36TH ST,Standard Rental
25 S 36TH ST,Standard Rental
15 S 36TH ST,Standard Rental
20 S 36TH ST,Standard Rental
40 S 36TH ST,Standard Rental
3635 BERKLEY AV,Standard Rental
3645 BERKLEY AVE,Standard Rental
3665 BERKLEY AVE,Standard Rental
3680 BERKLEY AV,Standard Rental
3690 BERKLEY AV,Standard Rental
3696 BERKLEY AV,Standard Rental
3903 PINON DR,Standard Rental
2887 MOORHEAD AV,Standard Rental
2925 MOORHEAD AV,Standard Rental
2865 ELM AV,Standard Rental
2855 ELM AV,Standard Rental
2815 ELM AV,Standard Rental
2805 ELM AV,Standard Rental
2745 ELM AVE,Standard Rental
2735 ELM AV,Standard Rental
2705 ELM AV,Standard Rental
385 27TH ST,Standard Rental
335 27TH ST,Standard Rental
325 27TH ST,Standard Rental
315 27TH ST,Standard Rental
360 27TH ST,Standard Rental
310 27TH ST,Standard Rental
308 27TH ST,Standard Rental
306 27TH ST,Standard Rental
302 27TH ST,Standard Rental
300 27TH ST,Standard Rental
235 28TH ST,Standard Rental
265 28TH ST,Standard Rental
325 28TH ST,Short Term Rental
345 28TH ST,Short Term Rental
355 28TH ST,Standard Rental
385 28TH ST,Short Term Rental
360 S 28TH ST,Standard Rental
330 28TH ST,Standard Rental
320 28TH ST,Standard Rental
301 29TH ST,Standard Rental
309 29TH ST,Detached Accessory Dwelling Unit
315 29TH ST,Standard Rental
319 29TH ST,Standard Rental
325 29TH ST,Standard Rental
345 29TH ST,Standard Rental
355 29TH ST,Standard Rental
260 28TH ST,Standard Rental
220 28TH ST,Standard Rental
200 28TH ST,Standard Rental
201 29TH ST,Short Term Rental
205 29TH ST,Standard Rental
215 29TH ST,Standard Rental
225 29TH ST,Standard Rental
280 29TH ST,Standard Rental
224 29TH ST,Standard Rental
220 29TH ST,Standard Rental
216 29TH ST,Short Term Rental
212 29TH ST,Standard Rental
208 29TH ST,Standard Rental
204 29TH ST,Standard Rental
200 29TH ST,Standard Rental
115 30TH ST,Standard Rental
145 30TH ST,Standard Rental
155 30TH ST,Standard Rental
175 30TH ST,Standard Rental
215 30TH ST,Standard Rental
245 30TH ST,Short Term Rental
255 30TH ST,Short Term Rental
370 29TH ST,Standard Rental
360 29TH ST,Standard Rental
330 29TH ST,Standard Rental
320 29TH ST,Standard Rental
316 29TH ST,Standard Rental
306 29TH ST,Standard Rental
365 30TH ST,Standard Rental
375 30TH ST,Short Term Rental
395 30TH ST,Standard Rental
2935 MOORHEAD AV,Standard Rental
2945 MOORHEAD AV,Standard Rental
2965 MOORHEAD AV,Standard Rental
2975 MOORHEAD AV,Standard Rental
2985 MOORHEAD AV,Standard Rental
3005 MOORHEAD AV,Standard Rental
3025 MOORHEAD AV,Standard Rental
3055 MOORHEAD AV,Standard Rental
3075 MOORHEAD AV,Standard Rental
390 30TH ST,Standard Rental
370 30TH ST,Standard Rental
330 30TH ST,Standard Rental
310 30TH ST,Standard Rental
260 30TH ST,Standard Rental
3015 BIRCH AV,Standard Rental
3025 BIRCH AV,Standard Rental
245 31ST ST,Standard Rental
255 31ST ST,Standard Rental
275 31ST ST,Standard Rental
285 31ST ST,Short Term Rental
335 31ST ST,Standard Rental
3030 BIRCH AVE,Standard Rental
150 LASHLEY LN,Standard Rental
3025 ASH AV,Standard Rental
3035 ASH AVE,Standard Rental
3045 ASH AVE,Standard Rental
3065 ASH AV,Standard Rental
3095 ASH AV,Short Term Rental
3099 ASH AV,Standard Rental
137 31ST ST,Standard Rental
3090 ASH AV,Standard Rental
3080 ASH AV,Standard Rental
10 S 31ST ST,Standard Rental
3110 MOORHEAD AVE,Short Term Rental
350 31ST ST,Standard Rental
330 31ST ST,Standard Rental
310 31ST ST,Standard Rental
280 31ST ST,Standard Rental
150 31ST ST,Standard Rental
130 31ST ST,Short Term Rental
3125 MOORHEAD AV,Short Term Rental
3135 MOORHEAD AV,Standard Rental
3205 MOORHEAD AV,Standard Rental
3215 MOORHEAD AV,Standard Rental
395 32ND ST,Short Term Rental
365 32ND ST,Standard Rental
355 32ND ST,Standard Rental
335 32ND ST,Standard Rental
325 32ND ST,Standard Rental
315 32ND ST,Standard Rental
305 32ND ST,Standard Rental
25 S 32ND ST,Standard Rental
10 S 32ND ST,Standard Rental
20 S 32ND ST,Standard Rental
380 32ND ST,Short Term Rental
320 32ND ST,Standard Rental
310 32ND ST,Standard Rental
290 32ND ST,Standard Rental
200 32ND ST,Standard Rental
3265 MOORHEAD AV,Standard Rental
3285 MOORHEAD AV,Standard Rental
3325 MOORHEAD AVE,Standard Rental
395 MARTIN DR,Standard Rental
385 MARTIN DR,Standard Rental
365 MARTIN DR,Standard Rental
325 MARTIN DR,Standard Rental
315 MARTIN DR,Standard Rental
285 MARTIN DR,Short Term Rental
245 MARTIN DR,Standard Rental
225 MARTIN DR,Short Term Rental
205 MARTIN DR,Standard Rental
3325 MARTIN DR,Standard Rental
390 MARTIN DR,Standard Rental
380 MARTIN DR,Standard Rental
370 MARTIN DR,Standard Rental
350 MARTIN DR,Standard Rental
340 MARTIN DR,Standard Rental
320 MARTIN DR,Standard Rental
240 MARTIN DR,Standard Rental
200 MARTIN DR,Short Term Rental
3390 BERKLEY CT,Owner Fee Exempt
3380 BERKLEY CT,Owner Fee Exempt
3370 BERKLEY CT,Owner Fee Exempt
3360 BERKLEY CT,Owner Fee Exempt
3350 BERKLEY CT,Owner Fee Exempt
3340 BERKLEY CT,Owner Fee Exempt
3330 BERKLEY CT,Owner Fee Exempt
3320 BERKLEY CT,Owner Fee Exempt
3315 BERKLEY CT,Owner Fee Exempt
3335 BERKLEY CT,Owner Fee Exempt
3355 BERKLEY CT,Owner Fee Exempt
3375 BERKLEY CT,Owner Fee Exempt
3385 BERKLEY CT,Owner Fee Exempt
3435 ASH AV,Owner Fee Exempt
3445 ASH AV,Owner Fee Exempt
3455 ASH AV,Owner Fee Exempt
3465 ASH AV,Owner Fee Exempt
3485 ASH AV,Owner Fee Exempt
3398 MOORHEAD AV,Owner Fee Exempt
3396 MOORHEAD AV,Owner Fee Exempt
3390 MOORHEAD AV,Owner Fee Exempt
3380 MOORHEAD AV,Owner Fee Exempt
3370 MOORHEAD AV,Owner Fee Exempt
3366 MOORHEAD AV,Owner Fee Exempt
3360 MOORHEAD AV,Owner Fee Exempt
3350 MOORHEAD AV,Owner Fee Exempt
3340 MOORHEAD AV,Owner Fee Exempt
3330 MOORHEAD AV,Owner Fee Exempt
3335 MOORHEAD AV,Standard Rental
3345 MOORHEAD AV,Standard Rental
3365 MOORHEAD AV,Standard Rental
3375 MOORHEAD AV,Standard Rental
3385 MOORHEAD AV,Standard Rental
3395 MOORHEAD AV,Standard Rental
3405 MOORHEAD AVE,Standard Rental
3425 MOORHEAD AV,Standard Rental
3445 MOORHEAD AVE,Standard Rental
3465 MOORHEAD AV,Standard Rental
3485 MOORHEAD AVE,Standard Rental
30 S 35TH ST,Short Term Rental
40 S 35TH ST,Standard Rental
90 S 35TH ST,Standard Rental
3470 ASH AV,Standard Rental
3420 ASH AVE,Standard Rental
3410 ASH AV,Standard Rental
3425 BERKLEY AV,Standard Rental
3445 BERKLEY AVE,Standard Rental
95 S 35TH ST,Short Term Rental
75 S 35TH ST,Standard Rental
3400 BERKLEY AV,Standard Rental
2754 MOORHEAD AV,Standard Rental
2718 MOORHEAD AV,Standard Rental
2776 MOORHEAD AV,Standard Rental
2788 MOORHEAD AV,Standard Rental
2780 MOORHEAD AV,Standard Rental
2770 MOORHEAD AV,Standard Rental
2760 MOORHEAD AV,Standard Rental
2750 MOORHEAD AV,Standard Rental
2740 MOORHEAD AV,Standard Rental
2702 MOORHEAD AV,Standard Rental
503 HARVARD LN,Standard Rental
501 HARVARD LN,Standard Rental
499 HARVARD LN,Standard Rental
3490 BERKLEY AV,Standard Rental
3530 BERKLEY AV,Standard Rental
3600 BERKLEY AV,Standard Rental
3345 MARTIN DR,Standard Rental
3365 MARTIN DR,Standard Rental
3385 MARTIN DR,Standard Rental
3605 MARTIN DR,Standard Rental
110 S 35TH ST,Standard Rental
164 S 35TH ST,Standard Rental
190 S 35TH ST,Standard Rental
155 S 36TH ST,Standard Rental
10 S 34TH ST,Standard Rental
80 S 34TH ST,Standard Rental
110 S 34TH ST,Standard Rental
120 S 34TH ST,Standard Rental
160 S 34TH ST,Short Term Rental
190 S 34TH ST,Standard Rental
161 S 35TH ST,Standard Rental
155 S 35TH ST,Standard Rental
151 S 35TH ST,Standard Rental
135 S 35TH ST,Short Term Rental
115 S 35TH ST,Standard Rental
3580 DARTMOUTH AV,Standard Rental
85 S 33RD ST,Standard Rental
145 S 33RD ST,Standard Rental
155 S 33RD ST,Standard Rental
185 S 33RD ST,Short Term Rental
195 S 33RD ST,Standard Rental
195 S 33RD ST,Standard Rental
10 S 33RD ST,Standard Rental
20 S 33RD ST,Standard Rental
100 S 33RD ST,Standard Rental
130 S 33RD ST,Short Term Rental
170 S 33RD ST,Standard Rental
195 S 34TH ST,Standard Rental
135 S 34TH ST,Standard Rental
125 S 34TH ST,Short Term Rental
115 S 34TH ST,Standard Rental
105 S 34TH ST,Standard Rental
85 S 34TH ST,Standard Rental
65 S 34TH ST,Standard Rental
15 S 34TH ST,Standard Rental
3360 DARTMOUTH AV,Standard Rental
3380 DARTMOUTH AV,Standard Rental
3460 DARTMOUTH AV,Standard Rental
3200 DARTMOUTH AV,Standard Rental
30 S 32ND ST,Standard Rental
60 S 32ND ST,Standard Rental
120 S 32ND ST,Standard Rental
35 S 32ND ST,Standard Rental
45 S 32ND ST,Standard Rental
65 S 32ND ST,Standard Rental
85 S 32ND ST,Standard Rental
125 S 32ND ST,Standard Rental
185 S 32ND ST,Standard Rental
187 S 32ND ST,Standard Rental
195 S 32ND ST,Owner Occupied Dwelling Unit & Short Term ADU
90 S 31ST ST,Standard Rental
100 31ST ST,Standard Rental
170 S 31ST ST,Short Term Rental
250 S BROADWAY,Standard Rental
3050 ASH AV,Standard Rental
3040 ASH AVE,Standard Rental
10 S LASHLEY LN,Standard Rental
40 S LASHLEY LN,Standard Rental
50 S LASHLEY LN,Standard Rental
60 S LASHLEY LN,Standard Rental
80 S LASHLEY LN,Standard Rental
120 S LASHLEY LN,Short Term Rental
130 S LASHLEY LN,Standard Rental
160 S LASHLEY LN,Standard Rental
175 S 31ST ST,Standard Rental
85 BUCKNELL CT,Standard Rental
65 BUCKNELL CT,Standard Rental
25 BUCKNELL CT,Standard Rental
2695 DARTMOUTH AV,Standard Rental
2845 DARTMOUTH AV,Standard Rental
2865 DARTMOUTH AV,Standard Rental
2945 DARTMOUTH AV,Standard Rental
3005 DARTMOUTH AV,Standard Rental
2685 KOHLER DR,Standard Rental
2700 DARTMOUTH AV,Standard Rental
2930 DOVER DR,Short Term Rental
2960 DOVER DR,Standard Rental
3000 DOVER DR,Short Term Rental
3190 DOVER DR,Standard Rental
3200 DOVER DR,Short Term Rental
3230 DOVER DR,Standard Rental
325 COLGATE AVE,Standard Rental
2900 DARTMOUTH AVE,Standard Rental
320 COLGATE AV,Standard Rental
340 COLGATE AVE,Standard Rental
3005 DOVER DR,Standard Rental
375 BATES AVE,Short Term Rental
345 BATES AVE,Short Term Rental
325 BATES AV,Standard Rental
305 BATES AV,Standard Rental
310 BATES AV,Standard Rental
350 BATES AVE,Standard Rental
375 HARVARD LN,Standard Rental
330 AUBURN AV,Standard Rental
3225 DOVER DR,Standard Rental
3255 DOVER DR,Standard Rental
3325 DOVER DR,Standard Rental
449 HARVARD LN,Standard Rental
441 HARVARD LN,Standard Rental
433 HARVARD LN,Standard Rental
417 HARVARD LN,Standard Rental
411 HARVARD LN,Standard Rental
473 HARVARD LN,Standard Rental
481 HARVARD LN,Standard Rental
497 HARVARD LN,Standard Rental
3340 DOVER DR,Standard Rental
2955 STANFORD AVE,Standard Rental
2910 STANFORD AV,Accessory Dwelling Unit
2810 STANFORD AVE,Standard Rental
3205 EASTMAN AV,Standard Rental
3465 EASTMAN AV,Standard Rental
3490 EASTMAN AV,Standard Rental
3555 FORDHAM CT,Standard Rental
3595 FORDHAM CT,Standard Rental
315 S 36TH ST,Accessory Dwelling Unit
3560 EASTMAN AVE,Standard Rental
3530 EASTMAN AV,Standard Rental
360 S 36TH ST,Standard Rental
370 S 36TH ST,Standard Rental
390 S 36TH ST,Standard Rental
408 S LASHLEY LN,Short Term Rental
408 S LASHLEY LN,Standard Rental
416 S LASHLEY LN,Standard Rental
424 S LASHLEY LN,Standard Rental
440 S LASHLEY LN,Standard Rental
456 S LASHLEY LN,Standard Rental
464 S LASHLEY LN,Standard Rental
488 S LASHLEY LN,Standard Rental
365 S 36TH ST,Standard Rental
355 S 36TH ST,Standard Rental
3590 FORDHAM CT,Standard Rental
3500 FORDHAM CT,Standard Rental
3490 FORDHAM CT,Standard Rental
3450 FORDHAM CT,Standard Rental
3420 FORDHAM CT,Standard Rental
3400 FORDHAM CT,Standard Rental
3390 EASTMAN AV,Standard Rental
4125 APACHE RD,Standard Rental
205 INCA PKWY,Short Term Rental
220 HOPI PL,Standard Rental
205 FOX DR,Standard Rental
215 FOX DR,Standard Rental
3725 MOORHEAD AV,Standard Rental
3745 MOORHEAD AV,Standard Rental
3765 MOORHEAD AVE,Standard Rental
3775 MOORHEAD AV,Standard Rental
3805 MOORHEAD AV,Standard Rental
3835 MOORHEAD AV,Standard Rental
3865 MOORHEAD AV,Standard Rental
3895 MOORHEAD AV,Standard Rental
3935 MOORHEAD AV,Standard Rental
3995 MOORHEAD AVE,Standard Rental
4065 MOORHEAD AVE,Standard Rental
4065 MOORHEAD AVE,Standard Rental
4095 MOORHEAD AV,Standard Rental
4105 MOORHEAD AVE,Standard Rental
4135 MOORHEAD AV,Standard Rental
4205 MOORHEAD AV,Standard Rental
4235 MOORHEAD AV,Standard Rental
4295 MOORHEAD AVE,Standard Rental
4295 MOORHEAD AVE,Standard Rental
4365 MOORHEAD AV,Standard Rental
4395 MOORHEAD AV,Standard Rental
4405 MOORHEAD AV,Standard Rental
180 S 42ND ST,Standard Rental
130 S 42ND ST,Standard Rental
120 S 42ND ST,Standard Rental
110 S 42ND ST,Standard Rental
4254 GRAHAM CT,Standard Rental
4256 GRAHAM CT,Standard Rental
4258 GRAHAM CT,Standard Rental
4264 GRAHAM CT,Standard Rental
4266 GRAHAM CT,Standard Rental
4268 GRAHAM CT,Standard Rental
4272 GRAHAM CT,Standard Rental
4274 GRAHAM CT,Standard Rental
4276 GRAHAM CT,Standard Rental
4278 GRAHAM CT,Standard Rental
4288 GRAHAM CT,Standard Rental
4458 HAMILTON CT,Standard Rental
4462 HAMILTON CT,Standard Rental
4464 HAMILTON CT,Standard Rental
4466 HAMILTON CT,Standard Rental
4468 HAMILTON CT,Standard Rental
